Model,Covariance Type,Window Index,Mean Return,Forecasted Std
HRP,GARCH,0,0.0012730050746104942,0.007902508824237913
HRP,Historical,0,0.001908761084798264,0.007194019743462373
MVP,GARCH,0,-0.00029485697423874553,0.005950294839249246
MVP,Historical,0,0.00026224635609471355,0.005816609868281854
ERC,GARCH,0,0.002625520126969219,0.010572116945529446
ERC,Historical,0,0.0029307989731357257,0.008409986607333842
Naive,N/A,0,0.0034684104820958393,0.009365885758470952
HRP,GARCH,1,-0.001340838885452968,0.008008251719289596
HRP,Historical,1,-0.0012318281575506873,0.007097125432822109
MVP,GARCH,1,0.0012686307183147867,0.00621740357313558
MVP,Historical,1,0.0018131688745322728,0.005699049664131312
ERC,GARCH,1,-0.0032860747168193967,0.010033224638556474
ERC,Historical,1,-0.0030941604199487055,0.008357996425704034
Naive,N/A,1,-0.004296713002785007,0.009393951094464252
HRP,GARCH,2,0.003637625259774271,0.007737132640776356
HRP,Historical,2,0.004037871835656829,0.007150153452888145
MVP,GARCH,2,0.0028306736210063944,0.005611186621195071
MVP,Historical,2,0.002986566420091911,0.005458278255029679
ERC,GARCH,2,0.0046080507265167285,0.010951545720757244
ERC,Historical,2,0.004751915905486712,0.008669546019503864
Naive,N/A,2,0.005222787911565446,0.009875119371582978
HRP,GARCH,3,0.0019005206776510548,0.009758434441565775
HRP,Historical,3,0.0018094373635835644,0.007216896754705027
MVP,GARCH,3,0.002353346253712467,0.007788486075857575
MVP,Historical,3,0.0018632902307083993,0.005484876876497254
ERC,GARCH,3,0.001789033429004052,0.010949655854676853
ERC,Historical,3,0.001796982202563959,0.008790964151774957
Naive,N/A,3,0.0014606368281291763,0.010028132385080591
HRP,GARCH,4,-0.0028203393572014393,0.007649623520286445
HRP,Historical,4,-0.0027901898095266547,0.0071489909008927875
MVP,GARCH,4,-0.0020990950244080993,0.005566878186562431
MVP,Historical,4,-0.0017339981108854007,0.0053888364791788304
ERC,GARCH,4,-0.0035180618666253794,0.010441236609078391
ERC,Historical,4,-0.0034624507240886117,0.008751222430169235
Naive,N/A,4,-0.004010682355386321,0.01001849648265029
HRP,GARCH,5,0.002109845221906135,0.0074453666683580175
HRP,Historical,5,0.002228269038141366,0.007192678105711602
MVP,GARCH,5,0.0026157762132544685,0.005475758137252569
